timestamp,src,dst,l3,l4,sport,dport,length,apps
1756455530.639216,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.639426,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.639426,142.250.117.132,192.168.160.94,IPv4,TCP,443,56818,60,https
1756455530.639426,142.250.117.132,192.168.160.94,IPv4,TCP,443,56818,60,https
1756455530.639539,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.639551,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.639756,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.639806,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.642118,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.642118,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.642118,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,210,https
1756455530.642266,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.642443,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.642767,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.642914,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.645133,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.645418,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.656181,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.656504,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.656504,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.656591,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.656809,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.656903,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.656903,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.656914,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.657042,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.657108,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.660398,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.660398,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.660629,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.660727,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.660979,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.66497,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.66497,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455530.665083,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.665083,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455530.665246,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.665831,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.665831,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.665972,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,66,https
1756455530.666104,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.67115,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.673842,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.67403,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.680511,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.680637,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.680807,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.681584,142.250.140.157,192.168.160.94,IPv4,TCP,443,50060,1032,https
1756455530.681584,142.250.140.157,192.168.160.94,IPv4,TCP,443,50060,85,https
1756455530.681584,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.681818,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.681818,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.681903,192.168.160.94,142.250.140.157,IPv4,TCP,50060,443,54,https
1756455530.682024,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.682227,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.682251,192.168.160.94,142.250.140.157,IPv4,TCP,50060,443,85,https
1756455530.682348,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.684775,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.686503,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.686503,142.250.140.157,192.168.160.94,IPv4,TCP,443,50060,60,https
1756455530.686681,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.688539,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.690596,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.690596,142.250.140.157,192.168.160.94,IPv4,TCP,443,50060,464,https
1756455530.690596,142.250.140.157,192.168.160.94,IPv4,TCP,443,50060,93,https
1756455530.690847,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.691046,192.168.160.94,142.250.140.157,IPv4,TCP,50060,443,54,https
1756455530.693418,192.168.160.94,142.250.140.157,IPv4,TCP,50060,443,93,https
1756455530.693704,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.694095,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.694267,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.696904,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.697565,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.697721,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.701739,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.702301,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.70248,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.705085,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.705563,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.70573,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.709202,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.709574,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.709749,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.713444,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.713915,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.714099,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.717858,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.720496,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.720768,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.72566,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.726493,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.726493,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455530.726696,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.726742,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455530.726888,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455530.729601,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1345,https
1756455530.740638,142.250.140.157,192.168.160.94,IPv4,TCP,443,50060,60,https
1756455530.750431,192.168.160.94,8.8.8.8,IPv4,TCP,63424,443,66,https
1756455530.752924,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.752924,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.752924,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,577,https
1756455530.756894,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.756894,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.756894,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,494,https
1756455530.761022,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.761022,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.761022,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,495,https
1756455530.765563,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.765563,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.765563,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1253,https
1756455530.766157,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.766157,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.766157,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,505,https
1756455530.767568,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.768468,8.8.8.8,192.168.160.94,IPv4,TCP,443,63424,66,https
1756455530.768775,192.168.160.94,8.8.8.8,IPv4,TCP,63424,443,54,https
1756455530.768946,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.770991,192.168.160.94,8.8.8.8,IPv4,TCP,63424,443,1514,https
1756455530.770991,192.168.160.94,8.8.8.8,IPv4,TCP,63424,443,378,https
1756455530.771624,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.771624,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.771624,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,701,https
1756455530.772508,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.772508,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.772508,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,561,https
1756455530.774358,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.788402,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.78908,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.78908,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,66,https
1756455530.790211,8.8.8.8,192.168.160.94,IPv4,TCP,443,63424,60,https
1756455530.790324,8.8.8.8,192.168.160.94,IPv4,TCP,443,63424,60,https
1756455530.790324,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.790392,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.790392,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.790392,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.79105,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.79105,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.791136,8.8.8.8,192.168.160.94,IPv4,TCP,443,63424,60,https
1756455530.791275,192.168.160.94,8.8.8.8,IPv4,TCP,63424,443,54,https
1756455530.791604,192.168.160.94,8.8.8.8,IPv4,TCP,63424,443,54,https
1756455530.792321,192.168.160.94,8.8.8.8,IPv4,TCP,52839,443,66,https
1756455530.799492,8.8.8.8,192.168.160.94,IPv4,TCP,443,63424,60,https
1756455530.802703,8.8.8.8,192.168.160.94,IPv4,TCP,443,52839,66,https
1756455530.803123,192.168.160.94,8.8.8.8,IPv4,TCP,52839,443,54,https
1756455530.804274,192.168.160.94,8.8.8.8,IPv4,TCP,52839,443,1514,https
1756455530.804274,192.168.160.94,8.8.8.8,IPv4,TCP,52839,443,346,https
1756455530.809785,8.8.8.8,192.168.160.94,IPv4,TCP,443,52839,60,https
1756455530.81026,8.8.8.8,192.168.160.94,IPv4,TCP,443,52839,60,https
1756455530.81026,8.8.8.8,192.168.160.94,IPv4,TCP,443,52839,60,https
1756455530.810451,192.168.160.94,8.8.8.8,IPv4,TCP,52839,443,54,https
1756455530.810794,192.168.160.94,8.8.8.8,IPv4,TCP,52839,443,54,https
1756455530.811129,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.811129,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.811129,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,606,https
1756455530.818376,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.818376,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455530.818376,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,183,https
1756455530.819496,192.168.160.94,4.2.2.2,IPv4,UDP,55838,53,75,dns
1756455530.82008,192.168.160.94,4.2.2.2,IPv4,UDP,55715,53,75,dns
1756455530.827096,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,1514,https
1756455530.827751,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,71,https
1756455530.827751,8.8.8.8,192.168.160.94,IPv4,TCP,443,52839,60,https
1756455530.827751,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.827751,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.827839,192.168.160.94,216.58.213.10,IPv4,TCP,65381,443,54,https
1756455530.82797,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.828043,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.828043,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.828043,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455530.828204,192.168.160.94,216.58.213.10,IPv4,TCP,65381,443,128,https
1756455530.828613,192.168.160.94,216.58.213.10,IPv4,TCP,65381,443,146,https
1756455530.828966,192.168.160.94,216.58.213.10,IPv4,TCP,65381,443,1514,https
1756455530.828966,192.168.160.94,216.58.213.10,IPv4,TCP,65381,443,1514,https
1756455530.828966,192.168.160.94,216.58.213.10,IPv4,TCP,65381,443,61,https
1756455530.82911,192.168.160.94,216.58.213.10,IPv4,TCP,65381,443,161,https
1756455530.830717,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,60,https
1756455530.831234,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,60,https
1756455530.831234,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,60,https
1756455530.83198,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,60,https
1756455530.83198,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,60,https
1756455530.83198,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,60,https
1756455530.908116,192.168.160.94,142.250.117.132,IPv4,UDP,54287,443,1292,https
1756455530.911939,192.168.160.246,192.168.160.225,ARP,,,,60,
1756455530.947249,142.251.30.101,192.168.160.94,IPv4,TCP,443,52709,1454,https
1756455530.947986,142.251.30.101,192.168.160.94,IPv4,TCP,443,52709,129,https
1756455530.948214,192.168.160.94,142.251.30.101,IPv4,TCP,52709,443,54,https
1756455530.952207,192.168.160.94,142.251.30.101,IPv4,TCP,52709,443,128,https
1756455530.953261,192.168.160.94,142.251.30.101,IPv4,TCP,54603,443,54,https
1756455530.953613,192.168.160.94,142.251.30.101,IPv4,TCP,50428,443,54,https
1756455530.953893,192.168.160.94,142.251.30.101,IPv4,TCP,52709,443,146,https
1756455530.954756,192.168.160.94,142.251.30.101,IPv4,TCP,52709,443,772,https
1756455530.95507,192.168.160.94,142.251.30.101,IPv4,TCP,52709,443,168,https
1756455530.955513,192.168.160.94,142.251.30.101,IPv4,TCP,52709,443,167,https
1756455530.955786,142.251.30.101,192.168.160.94,IPv4,TCP,443,52709,60,https
1756455530.956857,142.251.30.101,192.168.160.94,IPv4,TCP,443,54603,60,https
1756455530.957106,192.168.160.94,142.251.30.101,IPv4,TCP,54603,443,54,https
1756455530.957679,142.251.30.101,192.168.160.94,IPv4,TCP,443,52709,60,https
1756455530.957679,142.251.30.101,192.168.160.94,IPv4,TCP,443,50428,60,https
1756455530.957863,192.168.160.94,142.251.30.101,IPv4,TCP,50428,443,54,https
1756455530.958072,142.251.30.101,192.168.160.94,IPv4,TCP,443,52709,60,https
1756455530.959207,142.251.30.101,192.168.160.94,IPv4,TCP,443,52709,60,https
1756455530.959207,142.251.30.101,192.168.160.94,IPv4,TCP,443,52709,60,https
1756455530.988287,4.2.2.2,192.168.160.94,IPv4,UDP,53,55715,125,dns
1756455531.048694,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,286,https
1756455531.04883,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,124,https
1756455531.04883,4.2.2.2,192.168.160.94,IPv4,UDP,53,55838,171,dns
1756455531.049016,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.050681,192.168.160.94,142.250.129.102,IPv4,TCP,61193,443,66,https
1756455531.051265,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,93,https
1756455531.054185,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455531.054185,142.250.129.102,192.168.160.94,IPv4,TCP,443,61193,66,https
1756455531.054489,192.168.160.94,142.250.129.102,IPv4,TCP,61193,443,54,https
1756455531.055811,192.168.160.94,142.250.129.102,IPv4,TCP,61193,443,1514,https
1756455531.055811,192.168.160.94,142.250.129.102,IPv4,TCP,61193,443,319,https
1756455531.060063,142.250.129.102,192.168.160.94,IPv4,TCP,443,61193,60,https
1756455531.060063,142.250.129.102,192.168.160.94,IPv4,TCP,443,61193,60,https
1756455531.116551,192.168.160.138,239.255.255.250,IPv4,UDP,51644,1900,341,
1756455531.116551,::,ff02::1:ff00:9402,IPv6,,,,78,
1756455531.117311,192.168.160.138,239.255.255.250,IPv4,UDP,63549,1900,341,
1756455531.117311,2001:da8:207::9402,ff02::1,IPv6,,,,86,
1756455531.135059,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.135186,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,97,https
1756455531.135334,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.138488,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,424,https
1756455531.138882,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,409,https
1756455531.138882,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,85,https
1756455531.139072,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.148516,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,466,https
1756455531.148786,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.150837,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,163,https
1756455531.152236,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.152434,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.155659,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.158973,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.158973,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.159228,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.161293,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.161512,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.16152,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.162128,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.162128,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.162251,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.16614,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.166308,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.167298,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.173185,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.173495,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.175912,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.176508,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.176508,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.176711,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.185521,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.185811,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.191273,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.191273,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.191543,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.191592,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.194771,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.194771,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.195054,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.195331,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,1071,https
1756455531.195331,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.195622,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.195771,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.196051,192.168.160.94,216.58.213.10,IPv4,TCP,65381,443,85,https
1756455531.196243,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.196243,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455531.196626,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.198889,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,60,https
1756455531.199755,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.199755,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.199974,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.205373,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.205621,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.207543,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.208291,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.208291,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.208507,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.210463,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,1066,https
1756455531.217197,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,93,https
1756455531.217464,192.168.160.94,216.58.213.10,IPv4,TCP,65381,443,54,https
1756455531.217624,192.168.160.94,216.58.213.10,IPv4,TCP,65381,443,93,https
1756455531.220565,192.168.160.138,239.255.255.250,IPv4,UDP,64221,1900,341,
1756455531.220565,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.220565,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.220943,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.220948,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.221128,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.221439,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.222001,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.222001,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.222288,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.22521,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.225416,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.228535,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.229191,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.229191,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.229417,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.231448,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.231626,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.23212,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.234897,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.235004,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.237188,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.23916,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.239402,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.240537,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.243682,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.24393,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.244051,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.247327,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.247555,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.247866,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.251894,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.252094,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.258932,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.25973,192.168.160.94,35.190.80.1,IPv4,TCP,61216,443,212,https
1756455531.259968,192.168.160.94,35.190.80.1,IPv4,TCP,61216,443,93,https
1756455531.264272,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.264272,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.264538,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.264912,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.264912,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455531.265082,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455531.266338,216.58.213.10,192.168.160.94,IPv4,TCP,443,65381,60,https
1756455531.267029,35.190.80.1,192.168.160.94,IPv4,TCP,443,61216,60,https
1756455531.267029,35.190.80.1,192.168.160.94,IPv4,TCP,443,61216,60,https
1756455531.267632,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455531.267632,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
