timestamp,src,dst,l3,l4,sport,dport,length,apps
1756455543.136254,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.136904,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.137271,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.137428,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.144315,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.145296,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.145571,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.151953,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.152451,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.152588,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.159492,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.160014,192.168.160.94,216.58.212.227,IPv4,UDP,62299,443,1292,https
1756455543.160043,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.160178,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.167141,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.167522,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.167746,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.176933,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.177437,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.177542,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.1824,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.182892,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.182979,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.198013,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.198388,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.198579,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.199106,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.199106,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.199247,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.200068,192.168.160.245,192.168.160.245,ARP,,,,60,
1756455543.200068,::,ff02::1:ff00:9402,IPv6,,,,78,
1756455543.200068,2001:da8:207::9402,ff02::1,IPv6,,,,86,
1756455543.200665,192.168.160.1,192.168.160.162,ARP,,,,60,
1756455543.213206,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.2139,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.214163,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.218118,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.218286,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.218406,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.231435,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.232121,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.232281,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.234632,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.235072,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.235222,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.248631,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.249072,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.249199,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.252273,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.253119,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.25324,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.266329,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1454,https
1756455543.266975,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1454,https
1756455543.267126,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.271835,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.273759,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.273759,142.251.30.190,192.168.160.94,IPv4,TCP,443,62989,122,https
1756455543.273759,142.251.30.190,192.168.160.94,IPv4,TCP,443,62989,116,https
1756455543.273759,142.251.30.190,192.168.160.94,IPv4,TCP,443,62989,85,https
1756455543.273981,142.251.30.190,192.168.160.94,IPv4,TCP,443,62989,93,https
1756455543.274015,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.274259,192.168.160.94,142.251.30.190,IPv4,TCP,62989,443,54,https
1756455543.274379,192.168.160.94,142.251.30.190,IPv4,TCP,62989,443,54,https
1756455543.276471,192.168.160.94,142.251.30.190,IPv4,TCP,62989,443,93,https
1756455543.279669,142.251.30.190,192.168.160.94,IPv4,TCP,443,62989,60,https
1756455543.285197,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.287149,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.287314,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.289125,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.290254,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.290447,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.303384,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.303384,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.303739,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.306266,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1454,https
1756455543.311325,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.311552,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.313604,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.319811,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.319971,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.320475,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.325446,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.325446,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.325446,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,634,https
1756455543.325515,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.325696,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.32596,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.329583,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.329583,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.329583,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.338332,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.339027,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.339278,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.341376,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.341685,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.342029,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.353719,192.168.160.94,66.102.1.84,IPv4,TCP,54621,443,1514,https
1756455543.353719,192.168.160.94,66.102.1.84,IPv4,TCP,54621,443,1514,https
1756455543.353719,192.168.160.94,66.102.1.84,IPv4,TCP,54621,443,1207,https
1756455543.354135,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.354135,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.354135,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,228,https
1756455543.356399,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.356556,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.357268,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.357268,142.250.129.102,192.168.160.94,IPv4,TCP,443,61193,93,https
1756455543.357268,66.102.1.84,192.168.160.94,IPv4,TCP,443,54621,60,https
1756455543.357405,66.102.1.84,192.168.160.94,IPv4,TCP,443,54621,60,https
1756455543.357405,66.102.1.84,192.168.160.94,IPv4,TCP,443,54621,60,https
1756455543.357838,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.357838,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.357838,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.358948,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.359147,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.359593,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.363021,142.250.129.102,192.168.160.94,IPv4,TCP,443,61193,195,https
1756455543.363261,142.250.129.102,192.168.160.94,IPv4,TCP,443,61193,85,https
1756455543.363381,192.168.160.94,142.250.129.102,IPv4,TCP,61193,443,54,https
1756455543.363677,142.250.129.102,192.168.160.94,IPv4,TCP,443,61193,93,https
1756455543.363812,192.168.160.94,142.250.129.102,IPv4,TCP,61193,443,54,https
1756455543.3668,192.168.160.94,142.250.129.102,IPv4,TCP,61193,443,93,https
1756455543.367407,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,1514,https
1756455543.367407,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,1514,https
1756455543.367407,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,255,https
1756455543.367651,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,466,https
1756455543.37075,142.250.129.102,192.168.160.94,IPv4,TCP,443,61193,60,https
1756455543.376045,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.376282,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.37698,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.37698,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,60,https
1756455543.377115,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,60,https
1756455543.377115,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,60,https
1756455543.377115,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,60,https
1756455543.377126,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.377299,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1454,https
1756455543.377299,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1454,https
1756455543.377521,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.387891,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.388622,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.388806,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.391422,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.392162,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.392389,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.406758,::,ff02::1:ff00:9402,IPv6,,,,78,
1756455543.406758,2001:da8:207::9402,ff02::1,IPv6,,,,86,
1756455543.407272,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.408046,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.408193,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.408303,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.408303,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.408582,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.41879,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.420066,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.420211,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.422502,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.42328,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1394,https
1756455543.423438,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.433459,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1454,https
1756455543.447948,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,1514,https
1756455543.44819,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.448477,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,399,https
1756455543.449506,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,93,https
1756455543.461877,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.461877,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.461877,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,216,https
1756455543.465277,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.465594,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.465594,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.469267,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.469267,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.469267,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,408,https
1756455543.472334,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.472594,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.472594,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.47971,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.47971,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.47971,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1412,https
1756455543.480309,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.480309,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.480309,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,958,https
1756455543.481091,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.481091,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.481091,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,574,https
1756455543.48311,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.483421,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.483421,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.483507,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.483507,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.483507,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.484203,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.484203,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.484272,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.484807,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.484807,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.484807,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,218,https
1756455543.487605,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.487605,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.487733,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.492423,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,60,https
1756455543.609118,192.168.160.90,192.168.160.91,ARP,,,,60,
1756455543.609118,192.168.160.1,192.168.160.2,ARP,,,,60,
1756455543.707148,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,319,https
1756455543.707375,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,93,https
1756455543.707511,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455543.709598,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,93,https
1756455543.711706,192.168.160.52,192.168.160.1,ARP,,,,60,
1756455543.711706,192.168.160.228,192.168.160.228,ARP,,,,60,
1756455543.711706,fe80::1607:8ff:fe15:1125,ff02::1,IPv6,,,,86,
1756455543.713783,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.721999,192.168.160.94,4.2.2.2,IPv4,UDP,60053,53,75,dns
1756455543.722624,192.168.160.94,4.2.2.2,IPv4,UDP,58115,53,75,dns
1756455543.736025,66.102.1.84,192.168.160.94,IPv4,TCP,443,54621,892,https
1756455543.738616,66.102.1.84,192.168.160.94,IPv4,TCP,443,54621,365,https
1756455543.738795,192.168.160.94,66.102.1.84,IPv4,TCP,54621,443,54,https
1756455543.738974,192.168.160.94,66.102.1.84,IPv4,TCP,54621,443,89,https
1756455543.740443,66.102.1.84,192.168.160.94,IPv4,TCP,443,54621,198,https
1756455543.741385,66.102.1.84,192.168.160.94,IPv4,TCP,443,54621,60,https
1756455543.741385,66.102.1.84,192.168.160.94,IPv4,TCP,443,54621,124,https
1756455543.741543,192.168.160.94,66.102.1.84,IPv4,TCP,54621,443,54,https
1756455543.742915,192.168.160.94,66.102.1.84,IPv4,TCP,54621,443,93,https
1756455543.749754,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,594,https
1756455543.750431,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,445,https
1756455543.750431,142.250.129.139,192.168.160.94,IPv4,TCP,443,60364,85,https
1756455543.75058,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.751447,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,318,https
1756455543.786581,66.102.1.84,192.168.160.94,IPv4,TCP,443,54621,60,https
1756455543.790977,192.168.160.94,142.250.129.139,IPv4,TCP,60364,443,54,https
1756455543.807879,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455543.887205,4.2.2.2,192.168.160.94,IPv4,UDP,53,58115,162,dns
1756455543.916711,192.168.130.28,192.168.130.1,ARP,,,,42,
1756455543.916711,192.168.160.183,192.168.160.2,ARP,,,,60,
1756455543.94487,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.94487,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,1514,https
1756455543.94487,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,507,https
1756455543.945281,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,89,https
1756455543.950271,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.950968,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455543.958437,192.168.160.94,216.58.201.106,IPv4,TCP,55051,443,119,https
1756455543.958734,192.168.160.94,216.58.201.106,IPv4,TCP,55051,443,167,https
1756455543.960999,216.58.201.106,192.168.160.94,IPv4,TCP,443,55051,60,https
1756455543.960999,216.58.201.106,192.168.160.94,IPv4,TCP,443,55051,60,https
1756455543.996659,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,757,https
1756455543.997107,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455543.997255,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455543.997779,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455543.997779,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,926,https
1756455543.998065,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455543.998385,192.168.160.94,216.58.213.14,IPv4,UDP,59521,443,1292,https
1756455543.998913,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,514,https
1756455543.998913,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,117,https
1756455543.999134,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.000543,216.58.213.14,192.168.160.94,IPv4,ICMP,,,590,
1756455544.07549,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.07631,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,106,https
1756455544.076516,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.076718,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,894,https
1756455544.076718,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,93,https
1756455544.07691,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.077603,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,89,https
1756455544.077781,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,93,https
1756455544.080047,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.08029,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.080548,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,100,https
1756455544.080548,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,60,https
1756455544.080548,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.080716,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.081251,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.081373,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.081607,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.082787,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.083112,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.083526,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.084052,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.084052,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.084242,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.085174,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.085174,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.085303,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.086285,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.086459,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.086961,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.088144,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.088144,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.088267,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.08903,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.08913,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.089446,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.090149,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.090271,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.090533,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.091358,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.091502,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.091699,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.092469,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.092593,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.094329,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.095263,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.095472,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.095606,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.096342,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.09645,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.096632,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.097003,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.097003,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.09715,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.098055,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.098055,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.098201,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.099134,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.099134,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.099243,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.100287,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.100287,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.100391,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.10145,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.101596,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.102065,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.103446,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.103446,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1394,https
1756455544.103621,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.104276,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.104406,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.104654,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.10541,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.105541,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.1057,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.106799,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.106799,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1454,https
1756455544.106916,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
1756455544.107772,142.250.129.147,192.168.160.94,IPv4,TCP,443,60803,1514,https
1756455544.107906,192.168.160.94,142.250.129.147,IPv4,TCP,60803,443,54,https
